ID,Name,Description,Contributor,Citation,Language_IDs,Media_IDs,Related
331562,Tasmania: Tasmanian Languages (Weber),"The map shows the Tasmanian language family roughly as proposed by the German linguist Schmidt (W. Schmidt, 1952, Die Tasmanischen Sprachen. Spektrum, Utrecht-Anvers). He postulates at least three and perhaps four languages of which one, the Eastern, can be further divided into three distinct dialects (or languages). The languages probably followed roughly the known tribal borders (Weber).",,,,072746867d67d2f5aeb51eb7c0198911 331566_geojson 331586_geojson 331606_geojson 331627_geojson,
479467,Tekiraka-Kanichana in South America at the Time of Contact,"The areas pictured display locations of where Tekiraka-Kanichana languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,This folder (Central and South America: Time of Contact) contains other maps showing linguistic subgroups and their time of contact. The maps may be overlaid on each other for a more complete picture.
321374,"The Fatimids in North Africa and Egypt, 904-1171","This map illustrates the extent of Fatimid power during its peak, in terms of urban and economic reach as well as the full geographical spread of their territory. Also shown are the areas controlled by offshoot dynasties, the Zirids and the Hammudids.",,,,322767_geojson 322796_geojson 322850_geojson 322987_geojson 333072_geojson 333113_geojson f01a1ebeda94e6b3767e3fa98b39c8a1,
331900,The Peopling of East Asia: Southern,The exodus of deep southern Tibeto-Burmans into peninsular Southeast Asia during the Sichuan Bronze Age.,,,,332355_geojson 335961_geojson 336007_geojson da6d68222a24c60d23ca603494581e56,
321275,The Seaborne Empire of the Phoenicians,"This map illustrates the reach of the (Carthaginian) Phoenicians during their era, as well as the span of the Roman Empire after its conquest of Numidia in the Punic Wars.",,,phn,007f6f5e3d126b21430ef7ebd3576eca 321304_geojson 321324_geojson 321346_geojson,
332555,The Spread of Ironworking in Africa (Ehret),"These labels show Ehret's postulated dates regarding the transmission of ironworking practices thoughout the African continent.  He cites current evidence which indicates that while ironworking undoubtedly developed in Anatolia (modern-day Turkey) sometime before 1500 BCE, it must have also been discovered in some areas of sub-Saharan Africa and in the African Great Lakes region independently before 1000 BCE.  Within sub-Saharan Africa, only the Horn of Africa was reached first by Middle Eastern iron technologies, due to the Commercial Revolution and the development of new long-distance trade systems.",,,,332584_geojson 91afe17f36ac22bc31654f62c0835126,
339155,"Ancient Pueblo: Anasazi, Hohokam and Mogollon Distribution","The following is a map of the extent of ancient Anasazi, Hohokam and Mogollon cultures.",,,,339158_geojson de8a491166b9178504f8568565a96bac,
217583,Totonakan in Contemporary Meso-America,"The areas pictured display locations of where Totonakan languages are spoken today.  Totonako speakers and Tepewa speakers number around 230,000 and 10,000 respectively, although the number of those who are dialectal speakers is unknown.   (Asher, Moseley et al.). This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Altas of the World's Languages.",,,,217586_geojson,"This folder (Contemporary Meso-American Languages) contains other maps 
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture."
478691,Tupían in South America at the Time of Contact,"The areas pictured display locations of where Tupían languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,"This folder (Central and South America: Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact. The maps may be 
overlaid on each other for a more complete picture."
12205,Distribution of Ethnic Groups and Languages in Siberia in the 17th Century,"This maps illustrates the locations of various language areas and ethnic groups prominent in Siberia during the 17th Century. According to Stephen A. Wurm, much of the changes in the ethnic and linguistic situation is a result of the expansion of these indigenous groups, notably the Yakuts, the Paleoasiatic Chukchis and to a lesser degree the Evens (Lamuts). It is important to note that the Even ethnic group, believed to be numbered at 7,000 in the middle of the 17th century, dropped to 4,000 people by the end of that same century due to small pox epidemics.",,,,744f6fa9e81200d5a0140e6572d0422b,
480394,Warpean in South America at the Time of Contact,"The areas pictured display locations of where Warpean languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,This folder (Central and South America: Time of Contact) contains other maps showing linguistic subgroups and their time of contact. The maps may be overlaid on each other for a more complete picture.
361034,Yup'ik Dialect Atlas and Study: BARREL,"This map comes from a series of individual maps of Yup'ik dialect differences. The distributions maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>qaltaucikaq</i> while B stands for <i>napartaq</i>, C stands for <i>puckaq</i>, and D stands for <i> pucuunaq </i> . 
For the Yup’ik item—<i>barrel—</i>Jacobson notes that there are four words for barrel: <i>puckaq</i> and <i>pucuunaq</i> are from Russian, means ‘post’. <i>Napartaq</i> means ‘standing thing’ and ‘post’. <i>qaltaucikaq</i> is what Jacobson called “joint or parallel innovation of Norton Sound Unaliq.""
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td> * </td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> * </td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X </td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  X </td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> C </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> C </td>
</tr>
</table>",,,,84f0f75fc728aa7abe4b214c81ea7ab6,
318869,South Pacific: Western Polynesia,"This map depicts languages of the Polynesian and Central-Eastern Oceanic subgroups of the Austronesian language families, as spoken in the Polynesian islands. These islands are in the southern portion of the region, often referred to as 'French Polynesia'. The Austronesian area spans from Madagascar in the west to Hawaii and Easter Island in the east. As it crosses the 180th parallel, this map will need to be viewed as eastern and western sections.
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",,,,318872_geojson 318890_geojson 318908_geojson 318912_geojson,"[South Pacific: Papua New Guinea](ContributionTable#cldf:317838)
[South Pacific: Solomon Islands & Bougainville](ContributionTable#cldf:310129)
 [South Pacific: The Philippines](ContributionTable#cldf:313403)
[South Pacific: Borneo](ContributionTable#cldf:315060)
[South Pacific: Malaysia](ContributionTable#cldf:314953)
[South Pacific: Indonesia (Archipelago)](ContributionTable#cldf:315573)
[South Pacific: Eastern Polynesia](ContributionTable#cldf:324776)
[South Pacific: Western Micronesia](ContributionTable#cldf:326213)"
361632,Yup'ik Dialect Atlas and Study: (BEING) HAPPY,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>qusvayugluni, quyvayugluni</i>, B stands for <i>nunaniryugluni</i>, C stands for <i>angnirluni</i>.  
For the Yup’ik item—<i>(Being) happy</i>—Jacobson notes that <i>angnir-</i> is core GCY and <i>nunanir-</i> is peripheral GCY. <i>Qusvayug-/quyvayug-</i> is used ""in three of the four divergent dialects, but not in Egegik"". Cognates of <i>nunanir-</i> are found in north and south of Yup’ik with a slightly different meaning, and cognate of <i>angnir-</i> is found in Alutiiq with also a slightly different meaning.  
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  X</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> *</td>
</tr>
</table>",,,,db86bc116fb32541e68bc155934cefef,
